"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
"1",2020-08-17,"Betis","Levante",0,3,"A"
"2",2020-08-17,"Girona","Valladolid",0,0,"D"
"3",2020-08-18,"Barcelona","Alaves",3,0,"H"
"4",2020-08-18,"Celta","Espanol",1,1,"D"
"5",2020-08-18,"Villarreal","Sociedad",1,2,"A"
"6",2020-08-19,"Eibar","Huesca",1,2,"A"
"7",2020-08-19,"Real Madrid","Getafe",2,0,"H"
"8",2020-08-19,"Vallecano","Sevilla",1,4,"A"
"9",2020-08-20,"Ath Bilbao","Leganes",2,1,"H"
"10",2020-08-20,"Valencia","Ath Madrid",1,1,"D"
"11",2020-08-24,"Getafe","Eibar",2,0,"H"
"12",2020-08-24,"Leganes","Sociedad",2,2,"D"
"13",2020-08-25,"Alaves","Betis",0,0,"D"
"14",2020-08-25,"Ath Madrid","Vallecano",1,0,"H"
"15",2020-08-25,"Valladolid","Barcelona",0,1,"A"
"16",2020-08-26,"Espanol","Valencia",2,0,"H"
"17",2020-08-26,"Girona","Real Madrid",1,4,"A"
"18",2020-08-26,"Sevilla","Villarreal",0,0,"D"
"19",2020-08-27,"Ath Bilbao","Huesca",2,2,"D"
"20",2020-08-27,"Levante","Celta",1,2,"A"
"21",2020-08-31,"Eibar","Sociedad",2,1,"H"
"22",2020-08-31,"Getafe","Valladolid",0,0,"D"
"23",2020-08-31,"Villarreal","Girona",0,1,"A"
"24",2020-09-01,"Celta","Ath Madrid",2,0,"H"
"25",2020-09-01,"Real Madrid","Leganes",4,1,"H"
"26",2020-09-02,"Alaves","Espanol",2,1,"H"
"27",2020-09-02,"Barcelona","Huesca",8,2,"H"
"28",2020-09-02,"Betis","Sevilla",1,0,"H"
"29",2020-09-02,"Levante","Valencia",2,2,"D"
"30",2020-09-14,"Huesca","Vallecano",0,1,"A"
"31",2020-09-15,"Ath Bilbao","Real Madrid",1,1,"D"
"32",2020-09-15,"Ath Madrid","Eibar",1,1,"D"
"33",2020-09-15,"Sociedad","Barcelona",1,2,"A"
"34",2020-09-15,"Valencia","Betis",0,0,"D"
"35",2020-09-16,"Espanol","Levante",1,0,"H"
"36",2020-09-16,"Leganes","Villarreal",0,1,"A"
"37",2020-09-16,"Sevilla","Getafe",0,2,"A"
"38",2020-09-16,"Valladolid","Alaves",0,1,"A"
"39",2020-09-17,"Girona","Celta",3,2,"H"
"40",2020-09-21,"Huesca","Sociedad",0,1,"A"
"41",2020-09-22,"Celta","Valladolid",3,3,"D"
"42",2020-09-22,"Eibar","Leganes",1,0,"H"
"43",2020-09-22,"Getafe","Ath Madrid",0,2,"A"
"44",2020-09-22,"Real Madrid","Espanol",1,0,"H"
"45",2020-09-22,"Vallecano","Alaves",1,5,"A"
"46",2020-09-23,"Barcelona","Girona",2,2,"D"
"47",2020-09-23,"Betis","Ath Bilbao",2,2,"D"
"48",2020-09-23,"Levante","Sevilla",2,6,"A"
"49",2020-09-23,"Villarreal","Valencia",0,0,"D"
"50",2020-09-25,"Ath Madrid","Huesca",3,0,"H"
"51",2020-09-25,"Espanol","Eibar",1,0,"H"
"52",2020-09-25,"Sociedad","Vallecano",2,2,"D"
"53",2020-09-26,"Ath Bilbao","Villarreal",0,3,"A"
"54",2020-09-26,"Leganes","Barcelona",2,1,"H"
"55",2020-09-26,"Sevilla","Real Madrid",3,0,"H"
"56",2020-09-26,"Valencia","Celta",1,1,"D"
"57",2020-09-27,"Alaves","Getafe",1,1,"D"
"58",2020-09-27,"Girona","Betis",0,1,"A"
"59",2020-09-27,"Valladolid","Levante",2,1,"H"
"60",2020-09-28,"Vallecano","Espanol",2,2,"D"
"61",2020-09-29,"Barcelona","Ath Bilbao",1,1,"D"
"62",2020-09-29,"Eibar","Sevilla",1,3,"A"
"63",2020-09-29,"Real Madrid","Ath Madrid",0,0,"D"
"64",2020-09-29,"Sociedad","Valencia",0,1,"A"
"65",2020-09-30,"Betis","Leganes",1,0,"H"
"66",2020-09-30,"Huesca","Girona",1,1,"D"
"67",2020-09-30,"Levante","Alaves",2,1,"H"
"68",2020-09-30,"Villarreal","Valladolid",0,1,"A"
"69",2020-10-01,"Celta","Getafe",1,1,"D"
"70",2020-10-05,"Ath Bilbao","Sociedad",1,3,"A"
"71",2020-10-06,"Alaves","Real Madrid",1,0,"H"
"72",2020-10-06,"Getafe","Levante",0,1,"A"
"73",2020-10-06,"Girona","Eibar",2,3,"A"
"74",2020-10-06,"Leganes","Vallecano",1,0,"H"
"75",2020-10-07,"Ath Madrid","Betis",1,0,"H"
"76",2020-10-07,"Espanol","Villarreal",3,1,"H"
"77",2020-10-07,"Sevilla","Celta",2,1,"H"
"78",2020-10-07,"Valencia","Barcelona",1,1,"D"
"79",2020-10-07,"Valladolid","Huesca",1,0,"H"
"80",2020-10-19,"Celta","Alaves",0,1,"A"
"81",2020-10-20,"Barcelona","Sevilla",4,2,"H"
"82",2020-10-20,"Real Madrid","Levante",1,2,"A"
"83",2020-10-20,"Valencia","Leganes",1,1,"D"
"84",2020-10-20,"Villarreal","Ath Madrid",1,1,"D"
"85",2020-10-21,"Betis","Valladolid",0,1,"A"
"86",2020-10-21,"Eibar","Ath Bilbao",1,1,"D"
"87",2020-10-21,"Huesca","Espanol",0,2,"A"
"88",2020-10-21,"Vallecano","Getafe",1,2,"A"
"89",2020-10-22,"Sociedad","Girona",0,0,"D"
"90",2020-10-24,"Vallecano","Ath Bilbao",1,1,"D"
"91",2020-10-26,"Valladolid","Espanol",1,1,"D"
"92",2020-10-27,"Ath Bilbao","Valencia",0,0,"D"
"93",2020-10-27,"Ath Madrid","Sociedad",2,0,"H"
"94",2020-10-27,"Celta","Eibar",4,0,"H"
"95",2020-10-27,"Girona","Vallecano",2,1,"H"
"96",2020-10-27,"Levante","Leganes",2,0,"H"
"97",2020-10-28,"Alaves","Villarreal",2,1,"H"
"98",2020-10-28,"Barcelona","Real Madrid",5,1,"H"
"99",2020-10-28,"Getafe","Betis",2,0,"H"
"100",2020-10-28,"Sevilla","Huesca",2,1,"H"
"101",2020-11-03,"Leganes","Ath Madrid",1,1,"D"
"102",2020-11-03,"Real Madrid","Valladolid",2,0,"H"
"103",2020-11-03,"Valencia","Girona",0,1,"A"
"104",2020-11-03,"Vallecano","Barcelona",2,3,"A"
"105",2020-11-04,"Betis","Celta",3,3,"D"
"106",2020-11-04,"Eibar","Alaves",2,1,"H"
"107",2020-11-04,"Huesca","Getafe",1,1,"D"
"108",2020-11-04,"Sociedad","Sevilla",0,0,"D"
"109",2020-11-04,"Villarreal","Levante",1,1,"D"
"110",2020-11-05,"Espanol","Ath Bilbao",1,0,"H"
"111",2020-11-09,"Levante","Sociedad",1,3,"A"
"112",2020-11-10,"Ath Madrid","Ath Bilbao",3,2,"H"
"113",2020-11-10,"Getafe","Valencia",0,1,"A"
"114",2020-11-10,"Girona","Leganes",0,0,"D"
"115",2020-11-10,"Valladolid","Eibar",0,0,"D"
"116",2020-11-11,"Alaves","Huesca",2,1,"H"
"117",2020-11-11,"Barcelona","Betis",3,4,"A"
"118",2020-11-11,"Celta","Real Madrid",2,4,"A"
"119",2020-11-11,"Sevilla","Espanol",2,1,"H"
"120",2020-11-11,"Vallecano","Villarreal",2,2,"D"
"121",2020-11-23,"Leganes","Alaves",1,0,"H"
"122",2020-11-24,"Ath Madrid","Barcelona",1,1,"D"
"123",2020-11-24,"Eibar","Real Madrid",3,0,"H"
"124",2020-11-24,"Huesca","Levante",2,2,"D"
"125",2020-11-24,"Valencia","Vallecano",3,0,"H"
"126",2020-11-25,"Ath Bilbao","Getafe",1,1,"D"
"127",2020-11-25,"Espanol","Girona",1,3,"A"
"128",2020-11-25,"Sevilla","Valladolid",1,0,"H"
"129",2020-11-25,"Villarreal","Betis",2,1,"H"
"130",2020-11-26,"Sociedad","Celta",2,1,"H"
"131",2020-11-30,"Vallecano","Eibar",1,0,"H"
"132",2020-12-01,"Celta","Huesca",2,0,"H"
"133",2020-12-01,"Getafe","Espanol",3,0,"H"
"134",2020-12-01,"Real Madrid","Valencia",2,0,"H"
"135",2020-12-01,"Valladolid","Leganes",2,4,"A"
"136",2020-12-02,"Alaves","Sevilla",1,1,"D"
"137",2020-12-02,"Barcelona","Villarreal",2,0,"H"
"138",2020-12-02,"Betis","Sociedad",1,0,"H"
"139",2020-12-02,"Girona","Ath Madrid",1,1,"D"
"140",2020-12-03,"Levante","Ath Bilbao",3,0,"H"
"141",2020-12-07,"Leganes","Getafe",1,1,"D"
"142",2020-12-08,"Ath Madrid","Alaves",3,0,"H"
"143",2020-12-08,"Espanol","Barcelona",0,4,"A"
"144",2020-12-08,"Valencia","Sevilla",1,1,"D"
"145",2020-12-08,"Villarreal","Celta",2,3,"A"
"146",2020-12-09,"Betis","Vallecano",2,0,"H"
"147",2020-12-09,"Eibar","Levante",4,4,"D"
"148",2020-12-09,"Huesca","Real Madrid",0,1,"A"
"149",2020-12-09,"Sociedad","Valladolid",1,2,"A"
"150",2020-12-10,"Ath Bilbao","Girona",1,0,"H"
"151",2020-12-14,"Celta","Leganes",0,0,"D"
"152",2020-12-15,"Eibar","Valencia",1,1,"D"
"153",2020-12-15,"Getafe","Sociedad",1,0,"H"
"154",2020-12-15,"Real Madrid","Vallecano",1,0,"H"
"155",2020-12-15,"Valladolid","Ath Madrid",2,3,"A"
"156",2020-12-16,"Espanol","Betis",1,3,"A"
"157",2020-12-16,"Huesca","Villarreal",2,2,"D"
"158",2020-12-16,"Levante","Barcelona",0,5,"A"
"159",2020-12-16,"Sevilla","Girona",2,0,"H"
"160",2020-12-17,"Alaves","Ath Bilbao",0,0,"D"
"161",2020-12-21,"Girona","Getafe",1,1,"D"
"162",2020-12-21,"Sociedad","Alaves",0,1,"A"
"163",2020-12-22,"Ath Bilbao","Valladolid",1,1,"D"
"164",2020-12-22,"Ath Madrid","Espanol",1,0,"H"
"165",2020-12-22,"Barcelona","Celta",2,0,"H"
"166",2020-12-22,"Betis","Eibar",1,1,"D"
"167",2020-12-23,"Leganes","Sevilla",1,1,"D"
"168",2020-12-23,"Valencia","Huesca",2,1,"H"
"169",2020-12-23,"Vallecano","Levante",2,1,"H"
"170",2020-01-03,"Villarreal","Real Madrid",2,2,"D"
"171",2020-01-04,"Espanol","Leganes",1,0,"H"
"172",2020-01-04,"Levante","Girona",2,2,"D"
"173",2020-01-05,"Alaves","Valencia",2,1,"H"
"174",2020-01-05,"Huesca","Betis",2,1,"H"
"175",2020-01-05,"Valladolid","Vallecano",0,1,"A"
"176",2020-01-06,"Eibar","Villarreal",0,0,"D"
"177",2020-01-06,"Getafe","Barcelona",1,2,"A"
"178",2020-01-06,"Real Madrid","Sociedad",0,2,"A"
"179",2020-01-06,"Sevilla","Ath Madrid",1,1,"D"
"180",2020-01-07,"Celta","Ath Bilbao",1,2,"A"
"181",2020-01-11,"Vallecano","Celta",4,2,"H"
"182",2020-01-12,"Girona","Alaves",1,1,"D"
"183",2020-01-12,"Leganes","Huesca",1,0,"H"
"184",2020-01-12,"Valencia","Valladolid",1,1,"D"
"185",2020-01-12,"Villarreal","Getafe",1,2,"A"
"186",2020-01-13,"Ath Bilbao","Sevilla",2,0,"H"
"187",2020-01-13,"Ath Madrid","Levante",1,0,"H"
"188",2020-01-13,"Barcelona","Eibar",3,0,"H"
"189",2020-01-13,"Betis","Real Madrid",1,2,"A"
"190",2020-01-14,"Sociedad","Espanol",3,2,"H"
"191",2020-01-18,"Getafe","Alaves",4,0,"H"
"192",2020-01-19,"Celta","Valencia",1,2,"A"
"193",2020-01-19,"Huesca","Ath Madrid",0,3,"A"
"194",2020-01-19,"Real Madrid","Sevilla",2,0,"H"
"195",2020-01-20,"Barcelona","Leganes",3,1,"H"
"196",2020-01-20,"Betis","Girona",3,2,"H"
"197",2020-01-20,"Levante","Valladolid",2,0,"H"
"198",2020-01-20,"Vallecano","Sociedad",2,2,"D"
"199",2020-01-20,"Villarreal","Ath Bilbao",1,1,"D"
"200",2020-01-21,"Eibar","Espanol",3,0,"H"
"201",2020-01-26,"Ath Madrid","Getafe",2,0,"H"
"202",2020-01-26,"Leganes","Eibar",2,2,"D"
"203",2020-01-26,"Sevilla","Levante",5,0,"H"
"204",2020-01-26,"Valencia","Villarreal",3,0,"H"
"205",2020-01-27,"Ath Bilbao","Betis",1,0,"H"
"206",2020-01-27,"Espanol","Real Madrid",2,4,"A"
"207",2020-01-27,"Girona","Barcelona",0,2,"A"
"208",2020-01-27,"Sociedad","Huesca",0,0,"D"
"209",2020-01-27,"Valladolid","Celta",2,1,"H"
"210",2020-01-28,"Alaves","Vallecano",0,1,"A"
"211",2020-02-01,"Huesca","Valladolid",4,0,"H"
"212",2020-02-02,"Barcelona","Valencia",2,2,"D"
"213",2020-02-02,"Celta","Sevilla",1,0,"H"
"214",2020-02-02,"Levante","Getafe",0,0,"D"
"215",2020-02-02,"Sociedad","Ath Bilbao",2,1,"H"
"216",2020-02-03,"Betis","Ath Madrid",1,0,"H"
"217",2020-02-03,"Eibar","Girona",3,0,"H"
"218",2020-02-03,"Real Madrid","Alaves",3,0,"H"
"219",2020-02-03,"Villarreal","Espanol",2,2,"D"
"220",2020-02-04,"Vallecano","Leganes",1,2,"A"
"221",2020-02-08,"Valladolid","Villarreal",0,0,"D"
"222",2020-02-09,"Ath Madrid","Real Madrid",1,3,"A"
"223",2020-02-09,"Espanol","Vallecano",2,1,"H"
"224",2020-02-09,"Getafe","Celta",3,1,"H"
"225",2020-02-09,"Girona","Huesca",0,2,"A"
"226",2020-02-10,"Ath Bilbao","Barcelona",0,0,"D"
"227",2020-02-10,"Leganes","Betis",3,0,"H"
"228",2020-02-10,"Sevilla","Eibar",2,2,"D"
"229",2020-02-10,"Valencia","Sociedad",0,0,"D"
"230",2020-02-11,"Alaves","Levante",2,0,"H"
"231",2020-02-15,"Eibar","Getafe",2,2,"D"
"232",2020-02-16,"Barcelona","Valladolid",1,0,"H"
"233",2020-02-16,"Celta","Levante",1,4,"A"
"234",2020-02-16,"Sociedad","Leganes",3,0,"H"
"235",2020-02-16,"Vallecano","Ath Madrid",0,1,"A"
"236",2020-02-17,"Betis","Alaves",1,1,"D"
"237",2020-02-17,"Real Madrid","Girona",1,2,"A"
"238",2020-02-17,"Valencia","Espanol",0,0,"D"
"239",2020-02-17,"Villarreal","Sevilla",3,0,"H"
"240",2020-02-18,"Huesca","Ath Bilbao",0,1,"A"
"241",2020-02-22,"Espanol","Huesca",1,1,"D"
"242",2020-02-23,"Alaves","Celta",0,0,"D"
"243",2020-02-23,"Ath Bilbao","Eibar",1,0,"H"
"244",2020-02-23,"Getafe","Vallecano",2,1,"H"
"245",2020-02-23,"Sevilla","Barcelona",2,4,"A"
"246",2020-02-24,"Ath Madrid","Villarreal",2,0,"H"
"247",2020-02-24,"Leganes","Valencia",1,1,"D"
"248",2020-02-24,"Levante","Real Madrid",1,2,"A"
"249",2020-02-24,"Valladolid","Betis",0,2,"A"
"250",2020-02-25,"Girona","Sociedad",0,0,"D"
"251",2020-03-01,"Vallecano","Girona",0,2,"A"
"252",2020-03-02,"Espanol","Valladolid",3,1,"H"
"253",2020-03-02,"Huesca","Sevilla",2,1,"H"
"254",2020-03-02,"Real Madrid","Barcelona",0,1,"A"
"255",2020-03-02,"Villarreal","Alaves",1,2,"A"
"256",2020-03-03,"Betis","Getafe",1,2,"A"
"257",2020-03-03,"Eibar","Celta",1,0,"H"
"258",2020-03-03,"Sociedad","Ath Madrid",0,2,"A"
"259",2020-03-03,"Valencia","Ath Bilbao",2,0,"H"
"260",2020-03-04,"Leganes","Levante",1,0,"H"
"261",2020-03-08,"Ath Bilbao","Espanol",1,1,"D"
"262",2020-03-09,"Alaves","Eibar",1,1,"D"
"263",2020-03-09,"Ath Madrid","Leganes",1,0,"H"
"264",2020-03-09,"Barcelona","Vallecano",3,1,"H"
"265",2020-03-09,"Getafe","Huesca",2,1,"H"
"266",2020-03-10,"Celta","Betis",0,1,"A"
"267",2020-03-10,"Girona","Valencia",2,3,"A"
"268",2020-03-10,"Levante","Villarreal",0,2,"A"
"269",2020-03-10,"Sevilla","Sociedad",5,2,"H"
"270",2020-03-10,"Valladolid","Real Madrid",1,4,"A"
"271",2020-03-15,"Sociedad","Levante",1,1,"D"
"272",2020-03-16,"Ath Bilbao","Ath Madrid",2,0,"H"
"273",2020-03-16,"Huesca","Alaves",1,3,"A"
"274",2020-03-16,"Leganes","Girona",0,2,"A"
"275",2020-03-16,"Real Madrid","Celta",2,0,"H"
"276",2020-03-17,"Betis","Barcelona",1,4,"A"
"277",2020-03-17,"Eibar","Valladolid",1,2,"A"
"278",2020-03-17,"Espanol","Sevilla",0,1,"A"
"279",2020-03-17,"Valencia","Getafe",0,0,"D"
"280",2020-03-17,"Villarreal","Vallecano",3,1,"H"
"281",2020-03-29,"Girona","Ath Bilbao",1,2,"A"
"282",2020-03-30,"Alaves","Ath Madrid",0,4,"A"
"283",2020-03-30,"Barcelona","Espanol",2,0,"H"
"284",2020-03-30,"Celta","Villarreal",3,2,"H"
"285",2020-03-30,"Getafe","Leganes",0,2,"A"
"286",2020-03-31,"Levante","Eibar",2,2,"D"
"287",2020-03-31,"Real Madrid","Huesca",3,2,"H"
"288",2020-03-31,"Sevilla","Valencia",0,1,"A"
"289",2020-03-31,"Valladolid","Sociedad",1,1,"D"
"290",2020-03-31,"Vallecano","Betis",1,1,"D"
"291",2020-04-02,"Ath Madrid","Girona",2,0,"H"
"292",2020-04-02,"Espanol","Getafe",1,1,"D"
"293",2020-04-02,"Villarreal","Barcelona",4,4,"D"
"294",2020-04-03,"Ath Bilbao","Levante",3,2,"H"
"295",2020-04-03,"Eibar","Vallecano",2,1,"H"
"296",2020-04-03,"Huesca","Celta",3,3,"D"
